Gene ID	source_id	Gene Name or Symbol	sense - male gametocyte - unique only	sense - female gametocyte - unique only	sense - male gametocyte	sense - female gametocyte
PF3D7_0521500	PF3D7_0521500.1	N/A	22.04	40.46	22.04	40.46
PF3D7_0521600	PF3D7_0521600.1	N/A	4.95	6.08	4.95	6.08
PF3D7_0521700	PF3D7_0521700.1	DDX1	11.86	6.42	11.86	6.42
PF3D7_0521800	PF3D7_0521800.1	N/A	13.39	8.73	13.44	8.73
PF3D7_0521900	PF3D7_0521900.1	N/A	968.48	127.94	1016.25	134.25
PF3D7_0522000	PF3D7_0522000.1	N/A	164.33	227.39	164.33	227.39
PF3D7_0522100	PF3D7_0522100.1	N/A	15.11	24.42	15.11	24.42
PF3D7_0522200	PF3D7_0522200.1	TAF10	17.25	11.92	17.25	11.92
PF3D7_0522300	PF3D7_0522300.1	N/A	44.68	32.5	44.68	32.5
PF3D7_0522400	PF3D7_0522400.1	N/A	46.93	35.22	46.93	35.22
PF3D7_0522500	PF3D7_0522500.1	RPL17	216.34	139.32	216.34	139.32
PF3D7_0522600	PF3D7_0522600.1	N/A	51.06	11.14	51.06	11.14
PF3D7_0522700	PF3D7_0522700.1	SufA	20.22	62.91	20.22	62.91
PF3D7_0522800	PF3D7_0522800.1	BUD31	39.71	5.58	39.71	5.58
PF3D7_0522900	PF3D7_0522900.1	N/A	72.27	87.85	72.27	87.85
PF3D7_0523000	PF3D7_0523000.1	MDR1	28.73	199.61	28.73	199.61
PF3D7_0523100	PF3D7_0523100.1	QCR2	30.53	32.26	30.53	32.26
PF3D7_0523200	PF3D7_0523200.1	N/A	14.68	4.43	14.68	4.43
PF3D7_0523300	PF3D7_0523300.1	ApiCOX18	36.38	74	36.38	74
PF3D7_0523400	PF3D7_0523400.1	N/A	125.88	70.85	125.88	70.85
PF3D7_0523500	PF3D7_0523500.1	N/A	283.5	49.62	284.41	49.62
PF3D7_0523600	PF3D7_0523600.1	N/A	190.88	29.64	190.88	29.64
PF3D7_0523700	PF3D7_0523700.1	N/A	6.94	7.27	6.94	7.27
PF3D7_0523800	PF3D7_0523800.1	FVRT1	67.37	11.48	67.37	11.48
PF3D7_0523900	PF3D7_0523900.1	N/A	18.19	16.4	18.19	16.4
PF3D7_0524000	PF3D7_0524000.1	KASbeta	73.58	16.93	73.58	16.93
PF3D7_0524100	PF3D7_0524100.1	N/A	43.16	65.11	43.16	65.11
PF3D7_0524200	PF3D7_0524200.1	N/A	1.35	6.74	1.35	6.74
PF3D7_0524300	PF3D7_0524300.1	N/A	77.72	23.79	77.72	23.79
PF3D7_0524400	PF3D7_0524400.1	RBG1	35.15	42.53	35.15	42.53
PF3D7_0524500	PF3D7_0524500.1	N/A	7.57	7.2	7.57	7.29
PF3D7_0524600	PF3D7_0524600.1	N/A	78.43	46.86	78.43	46.95
PF3D7_0524700	PF3D7_0524700.1	TOM22	11.51	9.42	11.51	9.42
PF3D7_0524800	PF3D7_0524800.1	UFD1	31.46	26.93	31.46	26.93
PF3D7_0524900	PF3D7_0524900.1	TYW1	11.83	48.41	11.83	48.41
PF3D7_0525000	PF3D7_0525000.1	N/A	26.3	41.44	26.3	41.44
PF3D7_0525100	PF3D7_0525100.1	ACS10	37.75	167.13	37.78	167.13
PF3D7_0525200	PF3D7_0525200.1	SMC6	30.03	31.36	30.13	31.36
PF3D7_0525300	PF3D7_0525300.1	N/A	8.42	76.15	8.42	76.15
PF3D7_0525400	PF3D7_0525400.1	N/A	24.37	58.13	24.37	58.13
PF3D7_0525500	PF3D7_0525500.1	N/A	18.81	5.5	19	5.5
PF3D7_0525600	PF3D7_0525600.1	N/A	16.66	11.03	16.66	11.03
PF3D7_0525700	PF3D7_0525700.1	N/A	14.67	11.31	14.67	11.31
PF3D7_0525800	PF3D7_0525800.1	IMC1g	3.1	27.46	3.1	27.46
PF3D7_0525900	PF3D7_0525900.1	NEK2	19.78	471.89	19.78	480.99
PF3D7_0526000	PF3D7_0526000.1	N/A	101.41	9.27	104.24	9.32
PF3D7_0526100	PF3D7_0526100.1	N/A	22.56	114.18	22.56	114.18
PF3D7_0526200	PF3D7_0526200.1	ARFGAP2	40.92	76.72	40.96	76.72
PF3D7_0526200	PF3D7_0526200.2	ARFGAP2	40.92	76.72	40.96	76.72
PF3D7_0526300	PF3D7_0526300.1	WDR55	8.26	21.92	8.26	21.92
PF3D7_0526400	PF3D7_0526400.1	N/A	6.39	23.72	6.39	23.72
PF3D7_0526500	PF3D7_0526500.1	N/A	80.94	45.64	81	45.71
PF3D7_0526600	PF3D7_0526600.1	N/A	27.26	37.31	30.15	40.82
PF3D7_0526700	PF3D7_0526700.1	N/A	13.5	56.53	13.5	56.53
PF3D7_0526800	PF3D7_0526800.1	N/A	164.3	68.03	164.3	68.03
PF3D7_0526900	PF3D7_0526900.1	N/A	97.14	167.35	97.14	167.35
PF3D7_0527000	PF3D7_0527000.1	MCM3	2853.14	372.7	2853.14	372.7
PF3D7_0527100	PF3D7_0527100.1	UBC13	148.94	164.98	148.94	164.98
PF3D7_0527200	PF3D7_0527200.1	USP14	54.4	32.16	54.4	32.16
PF3D7_0527300	PF3D7_0527300.1	METAP1a	49.67	71.39	49.67	71.39
PF3D7_0527400	PF3D7_0527400.1	N/A	18.14	15.64	18.14	15.69
PF3D7_0527500	PF3D7_0527500.1	HIP	290.55	320.92	290.55	321.04
PF3D7_0527600	PF3D7_0527600.1	N/A	44.48	184.91	46.27	190.69
PF3D7_0527700	PF3D7_0527700.1	N/A	0	0	0	0
PF3D7_0527800	PF3D7_0527800.1	N/A	0	0	0	0
PF3D7_0527900	PF3D7_0527900.1	DDX41	29.36	33.21	29.36	33.21
PF3D7_0528000	PF3D7_0528000.1	UMP1	38.48	175.22	38.48	175.22
PF3D7_0528100	PF3D7_0528100.1	N/A	82.01	46.56	82.01	46.56
PF3D7_0528200	PF3D7_0528200.1	EIF3E	32.63	19.57	32.63	19.57
PF3D7_0528300	PF3D7_0528300.1	N/A	5.93	3.03	5.93	3.03
PF3D7_0528400	PF3D7_0528400.1	DHHC7	120.25	240.88	120.32	241.67
PF3D7_0528500	PF3D7_0528500.1	CPalpha	45.78	85.28	45.78	85.28
PF3D7_0528600	PF3D7_0528600.1	N/A	28.53	328.01	28.53	328.01
PF3D7_0528700	PF3D7_0528700.1	CYP23	75	93.27	75	93.27
PF3D7_0528800	PF3D7_0528800.1	N/A	9.89	10.52	9.89	10.52
PF3D7_0528900	PF3D7_0528900.1	N/A	125.6	818.05	125.67	823.1
PF3D7_0529000	PF3D7_0529000.1	TIP	20.92	9.01	20.92	9.01
PF3D7_0529100	PF3D7_0529100.1	ATrx2	9.24	46.59	9.24	46.59
PF3D7_0529200	PF3D7_0529200.1	N/A	5.37	13.41	5.37	13.41
PF3D7_0529300	PF3D7_0529300.1	TIC22	4.55	42.25	4.55	42.25
PF3D7_0529400	PF3D7_0529400.1	AKIT5	287.8	93.96	288.64	93.96
PF3D7_0529400	PF3D7_0529400.2	AKIT5	287.8	93.96	288.64	93.96
PF3D7_0529500	PF3D7_0529500.1	N/A	76.52	51.55	76.52	51.55
PF3D7_0529600	PF3D7_0529600.1	N/A	0	0	0	0
PF3D7_0529700	PF3D7_0529700.1	N/A	10.4	2.01	10.4	2.01
PF3D7_0529800	PF3D7_0529800.1	N/A	243.82	43.25	243.84	43.25
PF3D7_0529900	PF3D7_0529900.1	N/A	110.76	38.21	110.76	38.21
PF3D7_0530000	PF3D7_0530000.1	N/A	11.98	37.88	11.98	37.88
PF3D7_0530100	PF3D7_0530100.1	SYN6	20.98	45.43	20.98	45.43
PF3D7_0530200	PF3D7_0530200.1	PPT	18.7	14.17	18.7	14.17
PF3D7_0530300	PF3D7_0530300.1	PIC6	54.37	72.24	54.37	72.26
PF3D7_0530400	PF3D7_0530400.1	N/A	12.41	6.89	12.41	6.92
PF3D7_0530500	PF3D7_0530500.1	N/A	14.85	4.65	14.85	4.65
PF3D7_0530600	PF3D7_0530600.1	N/A	82.14	24.41	88.12	26.39
PF3D7_0530700	PF3D7_0530700.1	N/A	31.83	13.64	31.83	13.68
PF3D7_0530750	PF3D7_0530750.1	DPM3	9.23	40.54	9.23	40.54
PF3D7_0530800	PF3D7_0530800.1	N/A	168.65	3442.77	172.41	3545.55
PF3D7_0530900	PF3D7_0530900.1	FRM1	10.84	49.5	10.84	49.5
PF3D7_0531000	PF3D7_0531000.1	N/A	53.24	16.91	53.24	16.91
PF3D7_0531100	PF3D7_0531100.1	N/A	51.61	53.19	51.61	53.19
PF3D7_0531200	PF3D7_0531200.1	N/A	9.49	22.94	9.49	22.94
PF3D7_0531300	PF3D7_0531300.1	N/A	30.35	43.37	30.35	43.37
PF3D7_0531400	PF3D7_0531400.1	N/A	19.23	5.64	19.23	5.64
PF3D7_0531500	PF3D7_0531500.1	N/A	1	0	1.14	1.71
PF3D7_0531600	PF3D7_0531600.1	N/A	2224.02	2937.56	24710.98	27438.1
PF3D7_0531800	PF3D7_0531800.1	N/A	0	0	11986.3	5651.33
PF3D7_0532000	PF3D7_0532000.1	N/A	4075.36	4791.21	20390.41	24063.46
PF3D7_0532100	PF3D7_0532100.1	ETRAMP5	16.72	5.39	16.72	5.39
PF3D7_0532200	PF3D7_0532200.1	N/A	49.39	34.3	49.39	34.3
PF3D7_0532300	PF3D7_0532300.1	N/A	13.47	0.1	13.47	0.1
PF3D7_0532400	PF3D7_0532400.1	LyMP	20.91	1.18	20.97	1.18
PF3D7_0532500	PF3D7_0532500.1	N/A	1.76	0	1.76	0
PF3D7_0532600	PF3D7_0532600.1	N/A	0.99	0.37	0.99	0.37
PF3D7_0532700	PF3D7_0532700.1	VAR	0.38	0.19	0.38	0.19
PF3D7_0532800	PF3D7_0532800.1	N/A	0.56	0.2	0.56	0.2
PF3D7_0532900	PF3D7_0532900.1	RIF	0.57	0	0.57	0
PF3D7_0533000	PF3D7_0533000.1	RIF	0.31	0.62	0.31	0.62
PF3D7_0533100	PF3D7_0533100.1	VAR1CSA	1.74	0.29	1.74	0.29
PF3D7_0600100	PF3D7_0600100.1	VAR	0	0	0	0
PF3D7_0600200	PF3D7_0600200.1	VAR	0.54	0.15	2	2.8
PF3D7_0600300	PF3D7_0600300.1	RIF	0.39	0	0.39	0
PF3D7_0600400	PF3D7_0600400.1	VAR	0.02	0	0.32	0.81
PF3D7_0600500	PF3D7_0600500.1	RIF	0.49	0	0.68	0
PF3D7_0600600	PF3D7_0600600.1	VAR	0.33	2.3	19.46	36.3
PF3D7_0600700	PF3D7_0600700.1	RIF	0.84	0	0.84	0
PF3D7_0600800	PF3D7_0600800.1	RIF	0	0	0	0
PF3D7_0600900	PF3D7_0600900.1	RIF	0.11	0	0.11	0
PF3D7_0601000	PF3D7_0601000.1	EPF4	0	0	0.23	0.69
PF3D7_0601100	PF3D7_0601100.1	EPF3	0	0.23	0	0.46
PF3D7_0601200	PF3D7_0601200.1	MC-2TM	0.08	0	0.08	0.24
PF3D7_0601300	PF3D7_0601300.1	EPF1	0.26	0.19	19	13.2
PF3D7_0601400	PF3D7_0601400.1	VAR	0	0	1.4	0
PF3D7_0601500	PF3D7_0601500.1	N/A	1.47	0.76	6.83	3.79
PF3D7_0601600	PF3D7_0601600.1	N/A	19.98	34.27	60.85	116.13
PF3D7_0601700	PF3D7_0601700.1	N/A	32.49	15.27	32.49	15.27
PF3D7_0601800	PF3D7_0601800.1	N/A	2.85	0	2.85	0
PF3D7_0601900	PF3D7_0601900.1	N/A	20.5	8.7	20.5	8.7
PF3D7_0602000	PF3D7_0602000.1	N/A	388.69	106.07	388.69	106.07
PF3D7_0602100	PF3D7_0602100.1	MTR4	42.07	32.8	42.07	32.8
PF3D7_0602200	PF3D7_0602200.1	N/A	50.54	42.55	50.54	42.55
PF3D7_0602300	PF3D7_0602300.1	PALM	4.47	13.38	4.47	13.38
PF3D7_0602400	PF3D7_0602400.1	EF-G	12.85	8.98	12.85	8.98
PF3D7_0602500	PF3D7_0602500.1	N/A	1.93	2.56	1.93	2.56
PF3D7_0602600	PF3D7_0602600.1	N/A	34.02	12.93	34.02	12.93
PF3D7_0602700	PF3D7_0602700.1	N/A	5.68	115.21	5.68	115.21
PF3D7_0602800	PF3D7_0602800.1	JmjC2	2.1	3.65	2.1	3.65
PF3D7_0602900	PF3D7_0602900.1	N/A	50.17	77.58	50.17	77.58
PF3D7_0603000	PF3D7_0603000.1	N/A	42.35	17.04	42.35	17.04
PF3D7_0603100	PF3D7_0603100.1	N/A	56.55	55.86	56.55	55.86
PF3D7_0603200	PF3D7_0603200.1	BCS1	4.93	7.11	4.93	7.11
PF3D7_0603300	PF3D7_0603300.1	DHODH	25.41	8.49	25.41	8.49
PF3D7_0603400	PF3D7_0603400.1	TEX1	124.79	33.72	124.79	33.72
PF3D7_0603500	PF3D7_0603500.1	CAX	34.74	6.21	34.74	6.21
PF3D7_0603600	PF3D7_0603600.1	N/A	93.59	20.97	93.59	20.97
PF3D7_0603700	PF3D7_0603700.1	mFRS	40.94	1.82	40.94	1.82
PF3D7_0603800	PF3D7_0603800.1	CEP76	57.34	40.33	57.43	40.33
PF3D7_0603900	PF3D7_0603900.1	N/A	686.87	37.52	687.17	37.52
PF3D7_0604000	PF3D7_0604000.1	N/A	23.21	9.87	23.21	9.87
PF3D7_0604100	PF3D7_0604100.1	SIP2	45.16	1.87	45.16	1.87
PF3D7_0604200	PF3D7_0604200.1	N/A	12.34	0.2	12.87	0.2
PF3D7_0604300	PF3D7_0604300.1	N/A	22.29	6.29	22.43	6.34
PF3D7_0604400	PF3D7_0604400.1	N/A	141.95	2809.4	141.95	2809.7
PF3D7_0604500	PF3D7_0604500.1	N/A	358.2	182.15	358.28	182.26
PF3D7_0604600	PF3D7_0604600.1	N/A	9.57	4.24	9.57	4.24
PF3D7_0604700	PF3D7_0604700.1	GILP	48.92	43.99	48.92	43.99
PF3D7_0604800	PF3D7_0604800.1	N/A	40.57	14.26	40.57	14.26
PF3D7_0604900	PF3D7_0604900.1	N/A	2.73	57.3	2.73	57.3
PF3D7_0605000	PF3D7_0605000.1	N/A	26.17	39.61	26.17	39.61
PF3D7_0605100	PF3D7_0605100.1	KH1	110.44	21.84	110.44	21.87
PF3D7_0605200	PF3D7_0605200.1	N/A	285.45	119.52	286.02	119.96
PF3D7_0605300	PF3D7_0605300.1	ARK1	395.58	288.46	395.64	288.54
PF3D7_0605400	PF3D7_0605400.1	N/A	700.83	49.75	700.83	49.75
PF3D7_0605500	PF3D7_0605500.1	N/A	25.13	30.22	25.13	30.22
PF3D7_0605600	PF3D7_0605600.1	N/A	739.72	131.64	740.51	131.64
PF3D7_0605700	PF3D7_0605700.1	N/A	7.48	52.99	7.48	52.99
PF3D7_0605800	PF3D7_0605800.1	RAD50	19.13	14.92	19.32	15.95
PF3D7_0605900	PF3D7_0605900.1	N/A	13.35	71.06	13.35	71.06
PF3D7_0606000	PF3D7_0606000.1	KIC1	55.71	20.26	55.71	20.26
PF3D7_0606100	PF3D7_0606100.1	N/A	320.86	80.25	320.86	80.25
PF3D7_0606200	PF3D7_0606200.1	PEX4	84.03	145.99	84.03	146.07
PF3D7_0606300	PF3D7_0606300.1	N/A	33.28	37.04	33.28	37.04
PF3D7_0606400	PF3D7_0606400.1	N/A	221.14	3521.04	222	3540.52
PF3D7_0606500	PF3D7_0606500.1	PTB	51.31	17.2	51.38	17.42
PF3D7_0606600	PF3D7_0606600.1	N/A	96.64	34.95	100.07	36.09
PF3D7_0606700	PF3D7_0606700.1	N/A	74.66	40.43	74.66	40.43
PF3D7_0606800	PF3D7_0606800.1	VFT1	11.77	11.82	11.77	11.82
PF3D7_0606900	PF3D7_0606900.1	GLP2	4.96	39.72	4.96	39.72
PF3D7_0607000	PF3D7_0607000.1	N/A	175.02	100.5	175.02	100.5
PF3D7_0607100	PF3D7_0607100.1	N/A	344.09	17.71	345.98	17.71
PF3D7_0607200	PF3D7_0607200.1	N/A	149.37	96.15	149.37	96.15
PF3D7_0607300	PF3D7_0607300.1	UROD	119.59	35.43	119.59	35.43
PF3D7_0607400	PF3D7_0607400.1	N/A	179.76	50.66	180.87	50.92
PF3D7_0607500	PF3D7_0607500.1	COQ2	20.41	12.31	20.41	12.31
PF3D7_0607600	PF3D7_0607600.1	SAS6	207.87	16.47	207.89	16.47
PF3D7_0607700	PF3D7_0607700.1	N/A	116.32	670.1	116.32	674.02
PF3D7_0607800	PF3D7_0607800.1	N/A	29.33	22.2	29.62	22.26
PF3D7_0607900	PF3D7_0607900.1	N/A	63.36	22.15	63.36	22.15
PF3D7_0608000	PF3D7_0608000.1	DPH7	21.69	119.16	21.69	119.16
PF3D7_0608100	PF3D7_0608100.1	N/A	25.03	38.36	25.03	38.36
PF3D7_0608200	PF3D7_0608200.1	N/A	0	0	0	0
PF3D7_0608300	PF3D7_0608300.1	N/A	9.08	48.39	10.03	49.53
PF3D7_0608310	PF3D7_0608310.1	SAM50	31.9	20.47	34.84	23.92
PF3D7_0608400	PF3D7_0608400.1	C4AP4	42.4	353.47	42.6	353.47
PF3D7_0608500	PF3D7_0608500.1	N/A	61.22	53.59	61.26	53.59
PF3D7_0608600	PF3D7_0608600.1	N/A	1252.68	535.76	1252.68	535.76
PF3D7_0608700	PF3D7_0608700.1	CCT6	59.35	35.85	59.35	35.85
PF3D7_0608800	PF3D7_0608800.1	OAT	114.62	833.8	114.62	834.06
PF3D7_0608900	PF3D7_0608900.1	N/A	20.37	46.23	20.37	46.38
PF3D7_0609000	PF3D7_0609000.1	NUP637	79.23	33.93	79.23	33.93
PF3D7_0609100	PF3D7_0609100.1	ZIP1	11.97	307.97	12.08	321.52
PF3D7_0609200	PF3D7_0609200.1	N/A	8.64	8.24	8.64	8.24
PF3D7_0609300	PF3D7_0609300.1	N/A	80.48	85.35	81.18	85.35
PF3D7_0609400	PF3D7_0609400.1	CLS	238.82	108.51	242.97	110.6
PF3D7_0609500	PF3D7_0609500.1	N/A	88.19	4.65	88.19	4.65
PF3D7_0609600	PF3D7_0609600.1	N/A	9.63	28	9.77	28
PF3D7_0609700	PF3D7_0609700.1	KIC6	114.42	119.44	114.49	119.44
PF3D7_0609800	PF3D7_0609800.1	DHHC2	44.99	73.06	44.99	73.06
PF3D7_0609900	PF3D7_0609900.1	N/A	30.53	11.04	30.53	11.04
PF3D7_0610000	PF3D7_0610000.1	N/A	3.72	43.58	3.72	43.58
PF3D7_0610100	PF3D7_0610100.1	SLU7	116.67	134.73	116.67	134.73
PF3D7_0610200	PF3D7_0610200.1	RBM25	385.44	127.39	385.44	127.39
PF3D7_0610300	PF3D7_0610300.1	N/A	4.44	0.77	4.44	0.77
PF3D7_0610400	PF3D7_0610400.1	H3	2458.87	2483.42	2458.87	2483.42
PF3D7_0610500	PF3D7_0610500.1	N/A	10.04	10.19	10.04	10.19
PF3D7_0610600	PF3D7_0610600.1	CDPK2	56.52	18.56	56.52	18.56
PF3D7_0610700	PF3D7_0610700.1	N/A	70.84	27.44	70.84	27.44
PF3D7_0610800	PF3D7_0610800.1	TK	88.38	39.32	88.38	39.32
PF3D7_0610900	PF3D7_0610900.1	SPT5	213.18	73.26	213.18	73.26
PF3D7_0611000	PF3D7_0611000.1	N/A	4.55	133.29	4.55	133.29
PF3D7_0611100	PF3D7_0611100.1	SDH3	8.31	23.8	8.31	23.8
PF3D7_0611200	PF3D7_0611200.1	AP2-EXP2	19.04	31.6	19.04	31.6
PF3D7_0611300	PF3D7_0611300.1	ATPTG2	27.11	49.28	27.11	49.28
PF3D7_0611400	PF3D7_0611400.1	SWIB	29.07	17.75	29.07	17.75
PF3D7_0611500	PF3D7_0611500.1	N/A	4.65	125.94	4.65	125.94
PF3D7_0611600	PF3D7_0611600.1	BTP1	20.42	650.2	20.42	650.2
PF3D7_0611700	PF3D7_0611700.1	RPL39	115.95	90.24	115.95	90.24
PF3D7_0611800	PF3D7_0611800.1	N/A	23.84	83.65	23.93	83.65
PF3D7_0611900	PF3D7_0611900.1	N/A	47.41	155.02	47.41	155.02
PF3D7_0612000	PF3D7_0612000.1	N/A	18.44	38.47	18.44	38.47
PF3D7_0612100	PF3D7_0612100.1	EIF3L	31.75	21.04	31.75	21.04
PF3D7_0612200	PF3D7_0612200.1	LRR6	75.13	554.64	75.19	554.93
PF3D7_0612300	PF3D7_0612300.1	TMEM234	16.96	10.1	17.25	10.1
PF3D7_0612400	PF3D7_0612400.1	N/A	15.18	8.96	15.39	8.96
PF3D7_0612500	PF3D7_0612500.1	N/A	1199.57	5972.16	1204.49	5972.16
PF3D7_0612600	PF3D7_0612600.1	NCS6	5.72	34.71	6.37	34.77
PF3D7_0612700	PF3D7_0612700.1	P12	3.56	30.96	3.56	31.03
PF3D7_0612800	PF3D7_0612800.1	P12p	17.58	22.29	17.58	22.29
PF3D7_0612900	PF3D7_0612900.1	NOG1	52.09	385.59	52.09	385.59
PF3D7_0613000	PF3D7_0613000.1	N/A	12.61	17.94	12.61	17.94
PF3D7_0613000	PF3D7_0613000.2	N/A	12.61	17.94	12.61	17.94
PF3D7_0613000	PF3D7_0613000.3	N/A	12.61	17.94	12.61	17.94
PF3D7_0613100	PF3D7_0613100.1	N/A	55.12	17.22	55.35	18.05
PF3D7_0613200	PF3D7_0613200.1	N/A	1.23	55.44	1.38	57.06
PF3D7_0613300	PF3D7_0613300.1	ROP14	2.38	2.7	2.38	2.7
PF3D7_0613400	PF3D7_0613400.1	RPL18	44.79	654.51	44.79	654.51
PF3D7_0613500	PF3D7_0613500.1	N/A	38.51	42.08	40.11	43.05
PF3D7_0613600	PF3D7_0613600.1	N/A	14.9	45.94	14.9	46.02
PF3D7_0613700	PF3D7_0613700.1	N/A	25.8	143.86	25.8	143.86
PF3D7_0613800	PF3D7_0613800.1	ApiAP2	85.41	6.69	85.45	6.69
PF3D7_0613900	PF3D7_0613900.1	MyoE	22.66	1.46	23.13	1.46
PF3D7_0614000	PF3D7_0614000.1	N/A	35.85	49.83	36.07	50.74
PF3D7_0614100	PF3D7_0614100.1	N/A	27.91	66.77	27.91	67.3
PF3D7_0614200	PF3D7_0614200.1	NAR1	10.32	5.31	10.32	5.31
PF3D7_0614300	PF3D7_0614300.1	MFR1	23.88	23.07	23.88	23.07
PF3D7_0614400	PF3D7_0614400.1	CWF7	12.48	51.49	12.48	51.49
PF3D7_0614500	PF3D7_0614500.1	RPL19	59.25	104.59	59.25	104.59
PF3D7_0614600	PF3D7_0614600.1	N/A	149.15	16.79	149.19	16.79
PF3D7_0614700	PF3D7_0614700.1	N/A	131.22	47.53	131.22	47.53
PF3D7_0614800	PF3D7_0614800.1	NTHL1	157.09	211.08	157.15	211.08
PF3D7_0614900	PF3D7_0614900.1	N/A	111.62	67.1	111.62	67.1
PF3D7_0615000	PF3D7_0615000.1	N/A	19.58	343.56	19.58	352.99
PF3D7_0615100	PF3D7_0615100.1	ENR	36.04	132.32	36.04	132.32
PF3D7_0615200	PF3D7_0615200.1	N/A	133.79	644.64	133.79	651.14
PF3D7_0615300	PF3D7_0615300.1	GWT1	37.91	69.51	39.43	71.26
PF3D7_0615400	PF3D7_0615400.1	N/A	232.36	91.26	233.46	91.64
PF3D7_0615500	PF3D7_0615500.1	CRK5	461.23	98.91	461.26	98.91
PF3D7_0615600	PF3D7_0615600.1	N/A	45.69	9.66	46.13	9.7
PF3D7_0615700	PF3D7_0615700.1	ALYREF	273.46	56.17	273.46	56.17
PF3D7_0615800	PF3D7_0615800.1	COG4	24.25	15.78	24.25	15.78
PF3D7_0615900	PF3D7_0615900.1	N/A	82.18	68.53	92.23	84.12
PF3D7_0616000	PF3D7_0616000.1	PDXK	28.62	31.89	31.86	36.13
PF3D7_0616100	PF3D7_0616100.1	N/A	67	127.31	67.34	127.31
PF3D7_0616200	PF3D7_0616200.1	NDC80	310.06	68.54	310.21	68.54
PF3D7_0616300	PF3D7_0616300.1	N/A	26.22	17.06	26.22	17.06
PF3D7_0616400	PF3D7_0616400.1	N/A	12.58	6.3	12.62	6.3
PF3D7_0616500	PF3D7_0616500.1	TLP	9.77	207.77	9.77	213.53
PF3D7_0616600	PF3D7_0616600.1	N/A	24.05	249.27	24.05	249.43
PF3D7_0616700	PF3D7_0616700.1	N/A	74.02	27.52	74.02	27.62
PF3D7_0616800	PF3D7_0616800.1	MQO	22.05	20.09	22.05	20.09
PF3D7_0616900	PF3D7_0616900.1	N/A	37.8	25.8	37.8	25.8
PF3D7_0617000	PF3D7_0617000.1	TOM40	40.47	53.61	40.47	53.61
PF3D7_0617100	PF3D7_0617100.1	N/A	40.5	10.75	40.5	10.75
PF3D7_0617200	PF3D7_0617200.1	N/A	306.61	196.38	306.61	196.38
PF3D7_0617300	PF3D7_0617300.1	N/A	202.73	101.84	202.73	101.84
PF3D7_0617400	PF3D7_0617400.1	VAR	10.22	7.22	10.3	7.32
PF3D7_0617500	PF3D7_0617500.1	RIF	0.22	0	0.22	0
PF3D7_0617600	PF3D7_0617600.1	N/A	0.54	0.11	0.54	0.11
PF3D7_0617700	PF3D7_0617700.1	RIF	0.22	0.16	0.22	0.16
PF3D7_0617800	PF3D7_0617800.1	H2A	2935.69	2853.16	2935.69	2853.16
PF3D7_0617900	PF3D7_0617900.1	H3.3	45.61	693.02	45.61	693.02
PF3D7_0618000	PF3D7_0618000.1	N/A	8.67	1.39	8.67	1.39
PF3D7_0618100	PF3D7_0618100.1	N/A	56.58	12.54	56.58	12.54
PF3D7_0618200	PF3D7_0618200.1	N/A	125.69	56.22	125.69	56.22
PF3D7_0618300	PF3D7_0618300.1	N/A	99.37	210.25	99.37	210.25
PF3D7_0618400	PF3D7_0618400.1	N/A	5.45	1.16	5.45	1.16
PF3D7_0618500	PF3D7_0618500.1	MDH	180.52	867.6	180.52	867.6
PF3D7_0618600	PF3D7_0618600.1	ROM10	42.8	154.26	42.8	155.62
PF3D7_0618700	PF3D7_0618700.1	N/A	60.65	70.55	60.65	70.55
PF3D7_0618800	PF3D7_0618800.1	N/A	22.11	12.94	22.11	12.94
PF3D7_0618900	PF3D7_0618900.1	GPI1	29.73	655.96	30.28	664.98
PF3D7_0618900	PF3D7_0618900.2	GPI1	29.73	655.96	30.28	664.98
PF3D7_0619000	PF3D7_0619000.1	N/A	179.19	202.38	179.69	202.88
PF3D7_0619000	PF3D7_0619000.2	N/A	179.19	202.38	179.69	202.88
PF3D7_0619100	PF3D7_0619100.1	N/A	59.76	19.93	59.76	19.93
PF3D7_0619200	PF3D7_0619200.1	N/A	112.5	53.29	112.5	53.29
PF3D7_0619300	PF3D7_0619300.1	N/A	496.16	38.73	496.45	38.73
PF3D7_0619400	PF3D7_0619400.1	N/A	199.42	68.5	199.42	68.5
PF3D7_0619500	PF3D7_0619500.1	ACS12	1.58	0.57	1.58	0.57
PF3D7_0619600	PF3D7_0619600.1	N/A	14.41	2.44	14.41	2.44
PF3D7_0619700	PF3D7_0619700.1	N/A	215.88	111.39	219.84	111.47
PF3D7_0619800	PF3D7_0619800.1	N/A	22.83	10.79	24.33	11.46
PF3D7_0619900	PF3D7_0619900.1	SF3A2	15.85	24.45	15.85	24.45
PF3D7_0620000	PF3D7_0620000.1	PIMMS43	5.79	4.64	5.79	4.64
PF3D7_0620100	PF3D7_0620100.1	ATPTG12	16.73	18.49	16.73	18.49
PF3D7_0620200	PF3D7_0620200.1	N/A	6.24	1.4	6.24	1.4
PF3D7_0620300	PF3D7_0620300.1	N/A	2.24	0.4	2.24	0.4
PF3D7_0620400	PF3D7_0620400.1	MSP10	0.31	0.24	0.31	0.24
PF3D7_0620500	PF3D7_0620500.1	N/A	5.21	17.95	5.68	17.95
PF3D7_0620600	PF3D7_0620600.1	N/A	163.77	2.27	206.94	3.94
PF3D7_0620700	PF3D7_0620700.1	N/A	9.8	303.08	9.91	303.56
